Hat,Robe,Boots,Wand,Athame,Amulet,Ring,Pet,Mount,Deck,Max Health,Damage,Flat Damage,Resistance,Flat Resistance,Accuracy,Critical Rating,Critical Block Rating,Armor Piercing,Stun Resistance,Incoming Healing,Outgoing Healing,Pip Conversion Rating,Power Pip Chance,Shadow Pip Rating,Archmastery Rating,Enchant Damage,Gear Set,Adjusted Health,Balanced Rating,Mob R1 Dmg,Mob HighRes R1 Dmg,Boss R1 Dmg
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7154,167,0,49,0,30,880,285,26,0,0,12,464,79,142,136,300,No Gear Set,13034,38274,3502,2568,2898
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7154,149,0,49,0,25,717,230,11,0,0,3,364,102,120,191,300,Dragoon's Shocking Set (1x),13034,33114,2638,1794,2154
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7154,176,0,49,0,30,854,217,19,0,0,3,546,102,120,191,300,Dragoon's Shocking Set (1x),13034,37954,3324,2363,2737
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7154,173,0,49,0,30,873,201,23,0,0,3,364,102,141,191,300,Dragoon's Shocking Set (1x),13034,38394,3458,2504,2855
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7150,147,0,49,0,25,698,374,14,0,0,0,364,97,121,191,300,No Gear Set,13030,33470,2710,1876,2217
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7150,174,0,49,0,30,835,361,22,0,0,0,546,97,121,191,300,No Gear Set,13030,38310,3408,2456,2810
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7150,171,0,49,0,30,854,345,26,0,0,0,364,97,142,191,300,No Gear Set,13030,38750,3539,2595,2926
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7142,129,0,49,0,25,599,210,8,0,0,3,364,103,119,136,300,Dragoon's Shocking Set (1x),13022,30102,2262,1508,1842
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7142,156,0,49,0,30,736,197,16,0,0,3,546,103,119,136,300,Dragoon's Shocking Set (1x),13022,34942,2905,2033,2382
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7142,153,0,49,0,30,755,181,20,0,0,3,364,103,140,136,300,Dragoon's Shocking Set (1x),13022,35382,3026,2161,2488
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7142,129,0,49,0,25,606,170,8,0,0,3,464,93,119,136,300,Dragoon's Shocking Set (1x),13022,30102,2267,1511,1845
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7142,156,0,49,0,30,743,157,16,0,0,3,646,93,119,136,300,Dragoon's Shocking Set (1x),13022,34942,2909,2036,2385
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7142,153,0,49,0,30,762,141,20,0,0,3,464,93,140,136,300,Dragoon's Shocking Set (1x),13022,35382,3031,2165,2492
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),6421,98,0,55,0,25,481,295,11,0,8,5,364,93,108,191,300,No Gear Set,13021,26981,1964,1335,1606
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),6421,125,0,55,0,30,618,282,19,0,8,5,546,93,108,191,300,No Gear Set,13021,31821,2575,1831,2113
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),6421,122,0,55,0,30,637,266,23,0,8,5,364,93,129,191,300,No Gear Set,13021,32261,2677,1938,2202
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7137,145,0,49,0,25,715,354,17,0,0,12,364,92,122,136,300,No Gear Set,13017,33817,2802,1972,2298
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7137,172,0,49,0,30,852,341,25,0,0,12,546,92,122,136,300,No Gear Set,13017,38657,3511,2564,2901
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7137,169,0,49,0,30,871,325,29,0,0,12,364,92,143,136,300,No Gear Set,13017,39097,3641,2701,3016
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7137,145,0,49,0,25,722,314,17,0,0,12,464,82,122,136,300,No Gear Set,13017,33817,2806,1975,2302
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7137,172,0,49,0,30,859,301,25,0,0,12,646,82,122,136,300,No Gear Set,13017,38657,3516,2567,2906
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7137,169,0,49,0,30,878,285,29,0,0,12,464,82,143,136,300,No Gear Set,13017,39097,3645,2704,3020
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),6415,110,0,55,0,25,591,275,8,0,8,17,364,88,107,136,300,No Gear Set,13015,27815,2070,1380,1685
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),6415,137,0,55,0,30,728,262,16,0,8,17,546,88,107,136,300,No Gear Set,13015,32655,2684,1879,2201
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),6415,134,0,55,0,30,747,246,20,0,8,17,364,88,128,136,300,No Gear Set,13015,33095,2794,1996,2297
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),6415,110,0,55,0,25,598,235,8,0,8,17,464,78,107,136,300,No Gear Set,13015,27815,2074,1382,1689
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),6415,137,0,55,0,30,735,222,16,0,8,17,646,78,107,136,300,No Gear Set,13015,32655,2689,1882,2204
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),6415,134,0,55,0,30,754,206,20,0,8,17,464,78,128,136,300,No Gear Set,13015,33095,2798,1999,2301
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7133,149,0,49,0,25,696,374,17,0,0,0,364,100,122,191,300,No Gear Set,13013,34293,2835,1995,2325
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7133,176,0,49,0,30,833,361,25,0,0,0,546,100,122,191,300,No Gear Set,13013,39133,3551,2593,2933
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7133,173,0,49,0,30,852,345,29,0,0,0,364,100,143,191,300,No Gear Set,13013,39573,3683,2732,3049
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),6411,114,0,55,0,25,572,295,8,0,8,5,364,96,107,191,300,No Gear Set,13011,28291,2098,1398,1708
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),6411,141,0,55,0,30,709,282,16,0,8,5,546,96,107,191,300,No Gear Set,13011,33131,2718,1903,2228
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),6411,138,0,55,0,30,728,266,20,0,8,5,364,96,128,191,300,No Gear Set,13011,33571,2831,2022,2326
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7125,131,0,49,0,25,597,210,11,0,0,3,364,106,120,136,300,Dragoon's Shocking Set (1x),13005,30925,2376,1615,1939
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7125,158,0,49,0,30,734,197,19,0,0,3,546,106,120,136,300,Dragoon's Shocking Set (1x),13005,35765,3036,2158,2494
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7125,155,0,49,0,30,753,181,23,0,0,3,364,106,141,136,300,Dragoon's Shocking Set (1x),13005,36205,3158,2287,2601
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7125,131,0,49,0,25,604,170,11,0,0,3,464,96,120,136,300,Dragoon's Shocking Set (1x),13005,30925,2380,1618,1943
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7125,158,0,49,0,30,741,157,19,0,0,3,646,96,120,136,300,Dragoon's Shocking Set (1x),13005,35765,3040,2161,2498
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7125,155,0,49,0,30,760,141,23,0,0,3,464,96,141,136,300,Dragoon's Shocking Set (1x),13005,36205,3162,2290,2605
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7121,129,0,49,0,25,578,354,14,0,0,0,364,101,121,136,300,No Gear Set,13001,31281,2436,1687,1993
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7121,156,0,49,0,30,715,341,22,0,0,0,546,101,121,136,300,No Gear Set,13001,36121,3108,2241,2557
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7121,153,0,49,0,30,734,325,26,0,0,0,364,101,142,136,300,No Gear Set,13001,36561,3228,2367,2662
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7121,129,0,49,0,25,585,314,14,0,0,0,464,91,121,136,300,No Gear Set,13001,31281,2441,1690,1997
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7121,156,0,49,0,30,722,301,22,0,0,0,646,91,121,136,300,No Gear Set,13001,36121,3113,2244,2561
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7121,153,0,49,0,30,741,285,26,0,0,0,464,91,142,136,300,No Gear Set,13001,36561,3233,2371,2666
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),6398,112,0,55,0,25,589,275,11,0,8,17,364,91,108,136,300,No Gear Set,12998,28638,2175,1479,1775
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),6398,139,0,55,0,30,726,262,19,0,8,17,546,91,108,136,300,No Gear Set,12998,33478,2807,1996,2306
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),6398,136,0,55,0,30,745,246,23,0,8,17,364,91,129,136,300,No Gear Set,12998,33918,2918,2113,2403
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),6398,112,0,55,0,25,596,235,11,0,8,17,464,81,108,136,300,No Gear Set,12998,28638,2180,1482,1779
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),6398,139,0,55,0,30,733,222,19,0,8,17,646,81,108,136,300,No Gear Set,12998,33478,2812,1999,2310
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),6398,136,0,55,0,30,752,206,23,0,8,17,464,81,129,136,300,No Gear Set,12998,33918,2922,2116,2406
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7117,140,0,49,0,25,769,262,8,0,0,23,364,64,119,191,300,Dragoon's Shocking Set (1x),12997,31397,2468,1645,2012
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7117,167,0,49,0,30,906,249,16,0,0,23,546,64,119,191,300,Dragoon's Shocking Set (1x),12997,36237,3126,2188,2573
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7117,164,0,49,0,30,925,233,20,0,0,23,364,64,140,191,300,Dragoon's Shocking Set (1x),12997,36677,3256,2325,2688
